id,user,class,code
8.0,358330105.0,Warior,1902358723985y7985
10.0,358330105.0,Warior,AAECAfKOBQiqigSc1ATm5AWN/gXHpAbTqQbm5gbh6wYLyaAEuMUF2MYFjpUG+JUGzpwG8ZwGtJ4G0KkG0akGyfQGAAED8rMGx6QG9bMGx6QG6N4Gx6QGAAA=
11.0,358330105.0,Priest,AAECAa0GCObkBc/2BaSdBsekBsOoBumoBuapBt7YBgui6APIxgW7xwWi6QXjgAaFjgbGnAbxnAbqqAbrqAbc8wYAAQPzswbHpAb2swbHpAbo3gbHpAYAAA==
6.0,358330105.0,Hunter,AAECAR8E1/kFzo4Gy58Gx6QGDebKBZf2Bcj2BdL4BYWOBsuOBtKOBvGlBvKlBv+lBpKmBoHmBoTmBgABA/OzBsekBvazBsekBuveBsekBgAA
6.0,358330105.0,Hunter,AAECAR8E1/kFzo4Gy58Gx6QGDebKBZf2Bcj2BdL4BYWOBsuOBtKOBvGlBvKlBv+lBpKmBoHmBoTmBgABA/OzBsekBvazBsekBuveBsekBgAA
5.0,358330105.0,DH,AAECAR8E1/kFzo4Gy58Gx6QGDebKBZf2Bcj2BdL4BYWOBsuOBtKOBvGlBvKlBv+lBpKmBoHmBoTmBgABA/OzBsekBvazBsekBuveBsekBgAA
